"Ссылка-href","Польз","Наименование","Адрес","Район","цена","Общая площадь","Этаж","Жилая площадь","Количество комнат","Площадь кухни","Высота потолков","Этажей в доме","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_342_m_216_et._3494204419","-","1-к. квартира, 34,2 м², 2/16 эт.","Омская область, Омск, Светловская ул., 6","р-н Ленинский","5 000 000","34.2","2","","1","9","","16","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_377_m_910_et._3512011899","Омский центр недвижимости и ипотеки","1-к. квартира, 37,7 м², 9/10 эт.","Омская область, Омск, микрорайон Московка, Батумская ул., 30","р-н Ленинский","3 730 000","37.7","","18","1","9.5","","1","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_29_m_48_et._3326976064","«АРКАДА-СТИЛЬ» АГЕНТСТВО НЕДВИЖИМОСТИ","1-к. квартира, 29 м², 4/8 эт.","ул. Дианова, стр. 34","р-н Кировский","3 393 522","29","","13","1","6","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_57_m_15_et._3169851722","-","3-к. квартира, 57 м², 1/5 эт.","Омская область, Омск, микрорайон Городок Нефтяников, ул. Энтузиастов, 63","р-н Советский","3 800 000","57","1","","3","2.5","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_695_m_410_et._3417261538","-","2-к. квартира, 69,5 м², 4/10 эт.","Омская область, Омск, Звёздная ул., 6к1","р-н Кировский","7 900 000","69.5","","34.2","2","14.2","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_433_m_15_et._3214997085","АН «Компания «Омская недвижимость»","2-к. квартира, 43,3 м², 1/5 эт.","улица 1-й Красной Звезды, д. 79","р-н Ленинский","3 225 000","43.3","","","2","11.8","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_573_m_29_et._3026383218","-","3-к. квартира, 57,3 м², 2/9 эт.","Омская область, Омск, 4-я Транспортная ул., 40","р-н Октябрьский","4 999 000","57.3","2","","3","6","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/svob._planirovka_1307_m_1616_et._2693017582","-","Своб. планировка, 130,7 м², 16/16 эт.","Омск, проспект Комарова, 15к1","р-н Кировский","19 770 000","130.7","16","","","","","16","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_643_m_13_et._2463934946","-","3-к. квартира, 64,3 м², 1/3 эт.","Омская область, Омск, ул. Шебалдина, 168","р-н Октябрьский","6 500 000","64.3","1","","3","8","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/kvartira-studiya_271_m_15_et._1200792138","-","Квартира-студия, 27,1 м², 1/5 эт.","Омская область, Омск, Привокзальный микрорайон, Вокзальная ул., 31","р-н Ленинский","3 100 000","27.1","1","","","","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_699_m_710_et._2382968224","-","2-к. квартира, 69,9 м², 7/10 эт.","Омская область, Омск, 1-я ул. Красной Звезды, 81","р-н Ленинский","6 700 000","69.9","","35","2","14.1","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_334_m_19_et._3409567443","-","1-к. квартира, 33,4 м², 1/9 эт.","Омская область, Омск, микрорайон Порт-Артур, 4-я Марьяновская ул., 4","р-н Ленинский","2 550 000","33.4","","","1","17.1","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_1075_m_214_et._3369400366","Этажи Омск","3-к. квартира, 107,5 м², 2/14 эт.","Омская область, Омск, ул. Маршала Жукова, 107","р-н Центральный","14 100 000","107.5","2","","3","30","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_41_m_69_et._1331536413","Апартаменты RENT-сервис","1-к. квартира, 41 м², 6/9 эт.","Омская область, Омск, ул. Маяковского, 20","р-н Центральный","2 175","41","","","1","","2470","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_443_m_618_et._3147685689","Самолет плюс Омск-Центр Агентство недвижимости","1-к. квартира, 44,3 м², 6/18 эт.","Омская область, Омск, 4-я Северная ул., 6","р-н Советский","5 970 000","44.3","","25","1","10","","18","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_64_m_110_et._3375930349","РИЭЛТКОНСАЛТ","3-к. квартира, 64 м², 1/10 эт.","Омская область, Омский р-н, Ключевское сельское поселение, пос. Ключи, Берёзовая ул., 14","","3 500 000","64","","50","3","9","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_437_m_69_et._3577841532","Агентство недвижимость ""Доверие""","2-к. квартира, 43,7 м², 6/9 эт.","Омская область, Омск, ул. Вострецова, 4","р-н Ленинский","4 100 000","43.7","","","2","7","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_40_m_714_et._2268302688","","2-к. квартира, 40 м², 7/14 эт.","Омская область, Омск, ул. Звездова, 127","р-н Центральный","2 700","40","","","2","","2000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/4-k._kvartira_71_m_25_et._2870448444","","4-к. квартира, 71 м², 2/5 эт.","Омская область, Омск, микрорайон Солнечный, ул. Комкова, 6/1","р-н Кировский","6 500 000","71","","48","4","9","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_95_m_910_et._2792498427","Квартсервис","3-к. квартира, 95 м², 9/10 эт.","Омская область, Омск, пр-т Комарова, 15к3","р-н Кировский","11 000 000","95","","55","3","12","2-Sep","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_1072_m_316_et._3081429689","Елена - отдел продаж Новостроек","3-к. квартира, 107,2 м², 3/16 эт.","Омская область, Омск, б-р Архитекторов, 10","р-н Кировский","12 200 000","107.2","","59.4","3","16","","16","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_64_m_316_et._2200112852","VGOSTI Omsk","2-к. квартира, 64 м², 3/16 эт.","Омская область, Омск, Учебная ул., 20","р-н Центральный","2 550","64","","","2","","1000","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_43_m_29_et._3459714768","","2-к. квартира, 43 м², 2/9 эт.","Омская область, Омск, 24-я Северная ул., 93к3","р-н Центральный","5 580 000","43","","26","2","9","","9","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_637_m_29_et._2905530296","Посмотреть подробности","2-к. квартира, 63,7 м², 2/9 эт.","ул. Волгоградская, стр. 14","р-н Кировский","6 932 995","63.7","","","2","15.5","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_562_m_210_et._3355722886","","2-к. квартира, 56,2 м², 2/10 эт.","Омская область, Омск, Куломзинская ул., 64к2","р-н Кировский","5 990 000","56.2","","31","2","9.2","","10","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_56_m_13_et._3472431723","-","2-к. квартира, 56 м², 1/3 эт.","Омская область, Омск, посёлок Чкаловский, ул. Пархоменко, 17","р-н Октябрьский","4 300 000","56","","42","2","10","","3","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_63_m_59_et._2445460268","-","3-к. квартира, 63 м², 5/9 эт.","Омская область, Омск, ул. Ватутина, 13","р-н Кировский","6 700 000","63","","38.6","3","8","","1","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/1-k._kvartira_31_m_45_et._3531783052","Ирина","1-к. квартира, 31 м², 4/5 эт.","Омская область, Омск, посёлок Амурский, ул. Багратиона, 27","р-н Центральный","2 750 000","31","4","","1","7","","5","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/3-k._kvartira_60_m_15_et._3777717126","-","3-к. квартира, 60 м², 1/5 эт.","Омская область, Омск, ул. Серова, 24Б","р-н Ленинский","5 970 000","60","1","","3","15",""," газ","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/2-k._kvartira_54_m_915_et._3369317542","Этажи Омск","2-к. квартира, 54 м², 9/15 эт.","Омская область, Омск, ул. Перелёта, 34","р-н Кировский","8 650 000","54","9","","2","15","","","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/svob._planirovka_91_m_614_et._2771980531","","Своб. планировка, 91 м², 6/14 эт.","ул. Ильинская, д. 1","р-н Центральный","16 380 000","91","","","","",""," Сдан 4 кв. 2020","","","","","","","","","","","","","","","","","",""
"https://www.avito.ru/omsk/kvartiry/4-k._kvartira_1419_m_110_et._3147114644","Самолет плюс Омск-Центр Агентство недвижимости","4-к. квартира, 141,9 м², 1/10 эт.","Омская область, Омск, ул. Булгакова, 3","р-н Центральный","12 999 000","141.9","","100","4","25","3","10","","","","","","","","","","","","","","","","","",""
